time,,user-memcached,,,media-memcached,,,compose-post,,,media-mongodb,,,text-service,,,home-timeline-service,,,unique-id-service,,,url-shorten-service,,,home-timeline-redis,,,user-timeline-mongodb,,,url-shorten-mongodb,,,social-graph-mongodb,,,,jaeger,,social-graph-service,,,user-service,,,url-shorten-memcached,,,user-timeline-service,,,nginx-thrift-,,,post-storage-service,,,social-graph-redis,,,user-mention-service,,,media-service-,,,,post-storage-mongodb,,,user-mongodb,,,user-timeline-redis,,,media-frontend,,post-storage-memcached,,,Total
3345,,3.3636,,,0.027145136,,,101.568,,,0.12,,,38.092,,,78.84,,,2.1636,,,6.452934,,,4.0836,,,0.2244,,,0.2244,,,0.2244,,,,0,,5.370044804,,,0.685839036,,,0.0051,,,0.049139464,,,74.4,,,0.653193862,,,22.92547158,,,26.56,,,1.792,,,,0.2244,,,15.852,,,0,,,0,,0.000322,,,383.9015899
3360,,2.1332,,,0.026302449,,,80.896,,,0.30464,,,25.132,,,65.72,,,1.3696,,,0,,,15.828,,,0.428,,,0.1428,,,0.2856,,,,0.30464,,5.370044804,,,0.685839036,,,0.0051,,,0.045677405,,,75.2,,,0.228689384,,,14.18850777,,,16,,,1.284,,,,0.2856,,,9.6,,,0,,,0,,0.000568,,,315.4648088
3375,,2.1332,,,0.026302449,,,80.896,,,0.30464,,,25.132,,,65.72,,,1.3696,,,0,,,15.828,,,0.428,,,0.1428,,,0.2856,,,,0.30464,,4.692857958,,,0.652046329,,,0,,,0.045677405,,,75.2,,,0.228689384,,,14.18850777,,,16,,,1.284,,,,0.2856,,,9.6,,,0,,,0,,0.000568,,,314.7487293
3390,,3.2008,,,0.021431559,,,96.296,,,0.21324,,,35.424,,,70.96,,,1.9188,,,0,,,5.5548,,,0.1996,,,0.1996,,,0.3996,,,,0.21324,,6.931520782,,,0.724133522,,,0,,,0.043472638,,,77.6,,,0,,,25.33634611,,,28.36,,,1.596,,,,0.1996,,,19.188,,,0,,,0,,0,,,374.5801846
3405,,3.2008,,,0.021431559,,,96.296,,,0.21324,,,35.424,,,70.96,,,1.9188,,,0,,,5.5548,,,0.1996,,,0.1996,,,0.3996,,,,0.21324,,6.931520782,,,0.724133522,,,0,,,0.041436361,,,77.6,,,0,,,15.7342634,,,28.36,,,1.596,,,,0.1996,,,19.188,,,0,,,0,,0,,,364.9760656
3420,,3.5908,,,0.027415887,,,95.188,,,0,,,44.508,,,66.36,,,2.5124,,,0,,,5.0084,,,0.3356,,,0.3356,,,0,,,,0,,0,,,0,,,0,,,0.041436361,,,74.4,,,0,,,15.7342634,,,39.96,,,1.68,,,,0.3356,,,26.92,,,0,,,0.0101,,0,,,376.9476156
3435,,3.5908,,,0.027415887,,,95.188,,,0,,,44.508,,,66.36,,,2.5124,,,0,,,5.0084,,,0.3356,,,0.3356,,,0,,,,0,,0,,,0,,,0,,,0.046207283,,,74.4,,,0,,,30.06285138,,,39.96,,,1.68,,,,0.3356,,,26.92,,,0,,,0.0101,,0,,,391.2809746
3450,,2.7148,,,0.026953648,,,89.256,,,0.21888,,,29.884,,,67.96,,,1.6204,,,0,,,5.3868,,,0.2048,,,0.2048,,,0.2048,,,,0.56864,,0,,,0,,,0,,,0.050931714,,,80,,,0,,,18.76317753,,,19.68,,,1.432,,,,0.2456,,,11.844,,,0,,,0,,0,,,330.2665829
3465,,2.7148,,,0.026953648,,,89.256,,,0.21888,,,29.884,,,67.96,,,1.6204,,,0,,,5.3868,,,0.2048,,,0.2048,,,0.2048,,,,0.56864,,0,,,0,,,0.00369,,,0.050931714,,,80,,,0,,,18.76317753,,,19.68,,,1.432,,,,0.2456,,,11.844,,,0,,,0,,0,,,330.2702729
3480,,3.1192,,,0.023794134,,,96.28,,,0.23628,,,34.948,,,70.52,,,1.8928,,,0,,,4.0164,,,0.2656,,,0.2656,,,0.2212,,,,0.6152,,0,,,0,,,0.00369,,,0.0444,,,82,,,0,,,0,,,23,,,1.772,,,,0.2212,,,13.716,,,0,,,0,,0,,,333.1613641
3495,,3.1192,,,0.023794134,,,96.28,,,0.23628,,,34.948,,,70.52,,,1.8928,,,0,,,4.0164,,,0.2656,,,0.2656,,,0.2212,,,,0.6152,,0,,,0,,,0.00341,,,0.0444,,,82,,,0,,,0,,,23,,,1.772,,,,0.2212,,,13.716,,,0,,,0,,0,,,333.1610841
3510,,2.5248,,,0.020317487,,,85.684,,,0.24268,,,27.216,,,62.368,,,1.504,,,0,,,4.5708,,,0.2272,,,0.2724,,,0.2724,,,,0.6792,,0,,,0,,,0.00341,,,0,,,76,,,0,,,21.86967825,,,12.84,,,1.408,,,,0.2272,,,5.3836,,,0.048696,,,0,,0,,,303.3623817
3525,,2.5248,,,0.020317487,,,85.684,,,0.24268,,,27.216,,,62.368,,,1.504,,,0,,,4.5708,,,0.2272,,,0.2724,,,0.2724,,,,0.6792,,0,,,0,,,0.00381,,,0,,,76,,,0,,,25.81406385,,,12.84,,,1.408,,,,0.2272,,,5.3836,,,0.048696,,,0,,0,,,307.3071673
3540,,3.5908,,,0,,,89.188,,,0,,,44.508,,,66.36,,,2.5124,,,0,,,5.0084,,,0.3356,,,0.3356,,,0,,,,0,,0,,,0,,,0,,,0,,,75.2,,,0,,,13.27279066,,,39.96,,,1.68,,,,0.3356,,,26.92,,,0,,,0,,0.000262,,,369.2074527
3555,,3.5908,,,0,,,89.188,,,0,,,44.508,,,66.36,,,2.5124,,,0,,,5.0084,,,0.3356,,,0.3356,,,0,,,,0,,0,,,0,,,0,,,0,,,75.2,,,0,,,13.27279066,,,39.96,,,1.68,,,,0.3356,,,26.92,,,0,,,0,,0,,,369.2071907
3570,,2.7148,,,0,,,89.256,,,0.21888,,,29.884,,,67.96,,,1.6204,,,0,,,5.3868,,,0.2048,,,0.2048,,,0.2048,,,,0.56864,,0,,,0,,,0.00643,,,0,,,80,,,0,,,17.55449135,,,19.68,,,1.432,,,,0.2456,,,11.844,,,0,,,0,,0,,,328.9864414
3585,,2.7148,,,0,,,89.256,,,0.21888,,,29.884,,,67.96,,,1.6204,,,0,,,5.3868,,,0.2048,,,0.2048,,,0.2048,,,,0.56864,,0,,,0,,,0.00643,,,0,,,80,,,0,,,24.85530237,,,19.68,,,1.432,,,,0.2456,,,11.844,,,0,,,0.00331,,0,,,336.2905624
3600,,3.1192,,,0,,,96.28,,,0.23628,,,34.948,,,70.52,,,1.8928,,,0,,,4.0164,,,0.2656,,,0.2656,,,0.2212,,,,0.6152,,0,,,0,,,0,,,0.0444,,,82,,,0,,,0,,,23,,,1.772,,,,0.2212,,,13.716,,,0,,,0.00331,,0,,,333.13719
3615,,3.1192,,,0,,,96.28,,,0.23628,,,34.948,,,70.52,,,1.8928,,,0,,,4.0164,,,0.2656,,,0.2656,,,0.2212,,,,0.6152,,0,,,0,,,0,,,0.0444,,,82,,,0,,,0,,,23,,,1.772,,,,0.2212,,,13.716,,,0,,,0,,0.00024,,,333.13412
3630,,2.5248,,,0,,,85.684,,,0.24268,,,27.216,,,62.368,,,1.504,,,0,,,4.5708,,,0.2272,,,0.2724,,,0.2724,,,,0.6792,,0,,,0,,,0,,,0,,,76,,,0,,,0,,,12.84,,,1.408,,,,0.2272,,,5.3836,,,0.048696,,,0,,0.00024,,,281.469216
3645,,2.5248,,,0,,,85.684,,,0.24268,,,27.216,,,62.368,,,1.504,,,0,,,4.5708,,,0.2272,,,0.2724,,,0.2724,,,,0.6792,,0,,,0,,,0,,,0,,,76,,,0,,,0,,,12.84,,,1.408,,,,0.2272,,,5.3836,,,0.048696,,,0.00416,,0,,,281.473136
3660,,2.4456,,,0,,,84.684,,,0.26036,,,26.68,,,62.84,,,1.5092,,,0,,,7.868,,,0.2436,,,0.2436,,,0.2436,,,,0.7824,,0,,,0.003356,,,0,,,0,,,75.2,,,0,,,0,,,13.04,,,1.364,,,,0.2436,,,5.7724,,,0.10392,,,0.00416,,0,,,283.531796
3675,,2.4456,,,0,,,84.684,,,0.26036,,,26.68,,,62.84,,,1.5092,,,0,,,7.868,,,0.2436,,,0.2436,,,0.2436,,,,0.7824,,0,,,0.003356,,,0,,,0,,,75.2,,,0,,,0,,,13.04,,,1.364,,,,0.2436,,,5.7724,,,0.10392,,,0.00643,,0.000637,,,283.534703
3690,,2.86,,,0,,,92.472,,,0.29196,,,32.704,,,71.4,,,1.8084,,,0,,,6.968,,,0.2732,,,0.2184,,,0.2732,,,,0.936,,0,,,0,,,0.0458,,,0,,,77.2,,,0,,,0,,,23.28,,,1.528,,,,0.2732,,,14.58,,,0,,,0.00643,,0.000637,,,327.119227
3705,,2.4028,,,0,,,84.424,,,0.25268,,,26.676,,,68.4,,,1.4536,,,0,,,5.7704,,,0.2956,,,0.2956,,,0.2364,,,,1.0132,,0,,,0,,,0,,,0,,,73.6,,,0,,,11.83257775,,,18.08,,,1.36,,,,0.2364,,,10.944,,,0,,,0,,0.000338,,,307.2735958
3720,,2.8616,,,0,,,92.856,,,0.22592,,,32.544,,,64.92,,,1.8068,,,0,,,3.7668,,,0.2116,,,0.2116,,,0.282,,,,0.978,,0,,,0,,,0,,,0,,,80,,,0,,,19.61521417,,,20.16,,,1.624,,,,0.2116,,,11.232,,,0,,,0,,0.000338,,,333.5074722
3735,,2.8616,,,0,,,92.856,,,0.22592,,,32.544,,,64.92,,,1.8068,,,0,,,3.7668,,,0.2116,,,0.2116,,,0.282,,,,0.978,,0,,,0,,,0,,,0,,,80,,,0,,,31.49485455,,,20.16,,,1.624,,,,0.2116,,,11.232,,,0,,,0,,0.000189,,,345.3869636
3750,,0,,,0,,,0,,,0.12188,,,0,,,0,,,0,,,0.030492,,,0.030492,,,0.1108,,,0.0832,,,0.1108,,,,0,,0.02772,,,0,,,0.065,,,0,,,0,,,0,,,0,,,0,,,0,,,,0.1108,,,0.15228,,,0.030492,,,0,,0.00118,,,0.875136
3765,,0,,,0,,,0,,,0.22076,,,0,,,0,,,0,,,0,,,0,,,0.2008,,,0.2008,,,0.2008,,,,0,,0,,,0,,,0.0103,,,0,,,0.0668,,,0,,,0,,,0,,,0,,,,0.2008,,,0.2946,,,0.07344,,,0,,0.00118,,,1.47028
3780,,0,,,0,,,0,,,0.22076,,,0,,,0,,,0,,,0,,,0,,,0.2008,,,0.2008,,,0.2008,,,,0,,0,,,0,,,0.0103,,,0,,,0.0668,,,0,,,0,,,0,,,0,,,,0.2008,,,0.2946,,,0.07344,,,0,,0,,,1.4691
3795,,0,,,0,,,0,,,0.10072,,,0,,,0,,,0,,,0,,,0.05016,,,0.1372,,,0.0916,,,0.0916,,,,0,,0,,,0,,,0.0102,,,0,,,0,,,0,,,0.0456,,,0,,,0,,,,0.1372,,,0.10072,,,0,,,0,,0,,,0.765
3810,,0,,,0,,,0,,,0.10072,,,0,,,0,,,0,,,0,,,0.05016,,,0.1372,,,0.0916,,,0.0916,,,,0,,0,,,0,,,0.0102,,,0,,,0,,,0,,,0.0456,,,0,,,0,,,,0.1372,,,0.10072,,,0,,,0,,0,,,0.765
3825,,0,,,0,,,0,,,0.1046,,,0,,,0,,,0,,,0.05228,,,0.05228,,,0.1428,,,0.1428,,,0.0952,,,,0.05228,,0,,,0,,,0,,,0,,,0.0476,,,0,,,0,,,0,,,0,,,,0.0952,,,0.1046,,,0,,,0,,0,,,0.88964
3840,,0,,,0,,,0,,,0.1046,,,0,,,0,,,0,,,0.05228,,,0.05228,,,0.1428,,,0.1428,,,0.0952,,,,0.05228,,0,,,0,,,0,,,0,,,0.0476,,,0,,,0,,,0,,,0,,,,0.0952,,,0.1046,,,0,,,0,,0,,,0.88964
3855,,0,,,0,,,0,,,0.09896,,,0,,,0,,,0,,,0.010996,,,0.021992,,,0.1,,,0.1,,,0.1,,,,0,,0,,,0,,,0,,,0,,,0.02,,,0.01,,,0.01,,,0,,,0,,,,0.09,,,0.12096,,,0,,,0,,0,,,0.682908
3870,,0,,,0,,,0,,,0.09896,,,0,,,0,,,0,,,0.010996,,,0.021992,,,0.1,,,0.1,,,0.1,,,,0,,0,,,0,,,0,,,0,,,0.02,,,0.01,,,0.01,,,0,,,0,,,,0.09,,,0.12096,,,0,,,0,,0,,,0.682908
3885,,0,,,0,,,0,,,0.10156,,,0,,,0,,,0,,,0.009232,,,0.018424,,,0.0924,,,0.0924,,,0.0924,,,,0,,0,,,0,,,0.0125,,,0,,,0.0084,,,0.0084,,,0.0084,,,0,,,0,,,,0.084,,,0.10156,,,0.009232,,,0,,0,,,0.638908
3900,,0,,,0,,,0,,,0.10156,,,0,,,0,,,0,,,0.009232,,,0.018424,,,0.0924,,,0.0924,,,0.0924,,,,0,,0,,,0,,,0.0125,,,0,,,0.0084,,,0.0084,,,0.0084,,,0,,,0,,,,0.084,,,0.10156,,,0.009232,,,0.0102,,0,,,0.649108
3915,,0,,,0,,,0,,,0.13936,,,0,,,0,,,0,,,0.013936,,,0.027872,,,0.1396,,,0.1268,,,0.1268,,,,0,,0.01268,,,0,,,0.0138,,,0,,,0.01268,,,0,,,0.01268,,,0,,,0,,,,0.1268,,,0.15344,,,0.027872,,,0.0102,,0,,,0.94452
3930,,0,,,0,,,0,,,0.13936,,,0,,,0,,,0,,,0.013936,,,0.027872,,,0.1396,,,0.1268,,,0.1268,,,,0,,0.01268,,,0,,,0.0138,,,0,,,0.01268,,,0,,,0.01268,,,0,,,0,,,,0.1268,,,0.15344,,,0.027872,,,0,,0,,,0.93432
,,0,,,0,,,0,,,0.12044,,,0,,,0,,,0,,,0,,,0.020088,,,0.1096,,,0.0732,,,0.1096,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0.01828,,,0,,,0,,,,0.1096,,,0.12044,,,0,,,0,,0,,,0.681248
,,0,,,0,,,0,,,0.12484,,,0,,,0,,,0,,,0,,,0.031204,,,0.142,,,0.1136,,,0.1136,,,,0.031204,,0,,,0.002804,,,0,,,0,,,0,,,0,,,0.0284,,,0,,,0,,,,0.1136,,,0.15604,,,0.031204,,,0,,0,,,0.888496
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAX,,3.5908,0,0,0.027415887,0,0,101.568,0,0,0.30464,0,0,44.508,0,0,78.84,0,0,2.5124,0,0,7.493972,0,0,15.828,0,0,0.524,0,0,0.3356,0,0,0.3996,0,0,0,7.344,0,8.982977993,0,0,1.06916178,0,0,0.065,0,0,0.051588151,0,0,82,0,0,0.693900509,0,0,31.80402229,0,0,39.96,0,0,1.908,0,0,0,0.3876,0,0,26.92,0,0,0.27764,0,0,0.0119,0,3.02,0,0,404.0427994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.0427994
